channel,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast
scale,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
lambda,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
1226, 108.182,  68.531,   0.000,  51.875,  35.790, 134.746,  54.346,   0.000,  58.263,  70.709,  50.566,  13.872,  77.997,  64.648,  49.064,  48.802,  13.684, 125.513,  42.040,  41.183,   7.357,  29.825,  45.393,  12.974,  50.583,  27.402,  31.543,   2.258,  35.555,  35.555,  35.555,  35.555,  35.555,  35.555,   9.606,  17.146,  24.266,  26.813,  29.914,  20.554,  51.612,  26.435,  30.207,  17.736,  20.257,  27.049,  37.075,  27.197,  45.301,  31.024, 102.754,  60.834,  53.271,  35.059,  70.060,  24.857,  81.939, 103.674
1227, 106.798,  62.750,  -0.000,  42.682,  32.398, 143.080,  46.438,  -0.000,  50.311,  72.180,  72.483,   5.321,  62.639,  63.054,  30.068,  54.130,  22.243, 136.034,  37.879,  40.980,   6.850,  35.680,  36.630,  19.344,  64.749,  26.785,  26.786,   4.803,  34.081,  34.081,  34.081,  34.081,  34.081,  34.081,  10.217,  16.307,  23.879,  24.108,  34.742,  22.031,  43.879,  28.951,  24.293,  17.489,  19.295,  26.702,  38.661,  15.718,  35.227,  29.132, 110.065,  63.937,  58.027,  29.103,  72.368,  22.498,  76.682,  98.876
1228,  93.596,  52.560,  -0.000,  34.004,  27.689, 130.656,  38.445,  -0.000,  41.593,  66.612,  92.440,   1.657,  77.229,  60.111,  16.399,  57.075,  33.204, 127.940,  33.179,  41.295,   6.984,  40.634,  29.126,  25.922,  76.421,  26.281,  22.478,   9.209,  30.959,  30.959,  30.959,  30.959,  30.959,  30.959,  10.114,  15.219,  22.330,  22.834,  41.536,  24.013,  36.984,  31.331,  20.623,  16.226,  18.923,  24.364,  38.270,   7.732,  24.544,  25.203, 103.617,  62.384,  59.483,  22.989,  71.815,  18.292,  73.459,  96.484
1229,  73.118,  40.612,   0.000,  25.426,  22.980, 102.742,  30.541,   0.000,  32.617,  55.654, 104.950,   0.379, 114.816,  55.426,   8.700,  57.044,  45.900, 106.225,  28.762,  42.390,   7.533,  42.588,  21.970,  32.595,  83.646,  25.852,  19.229,  15.853,  28.156,  28.156,  28.156,  28.156,  28.156,  28.156,   8.996,  13.865,  19.239,  22.794,  48.225,  24.827,  31.134,  34.084,  17.665,  14.823,  18.845,  20.601,  35.886,   3.156,  16.233,  20.707,  87.966,  56.433,  55.983,  17.544,  69.039,  13.397,  71.111,  96.597
1230,  51.517,  29.337,  -0.000,  17.220,  19.589,  69.310,  23.568,  -0.000,  23.674,  42.660, 106.060,   0.045, 156.234,  48.854,   5.499,  54.861,  58.762,  79.006,  25.359,  43.209,   7.986,  41.156,  15.579,  39.677,  85.497,  25.392,  17.287,  24.419,  27.271,  27.271,  27.271,  27.271,  27.271,  27.271,   7.258,  12.307,  15.138,  23.251,  51.851,  23.239,  25.729,  36.995,  14.799,  14.284,  17.937,  16.363,  32.150,   1.057,  11.528,  16.857,  71.747,  47.559,  48.275,  13.168,  64.443,   9.569,  67.344,  97.569
1231,  33.238,  20.370,  -0.000,  10.504,  18.124,  39.790,  18.161,  -0.000,  15.368,  31.071,  95.790,   0.022, 178.216,  40.797,   4.560,  52.521,  69.319,  53.074,  22.530,  42.579,   7.737,  37.572,  10.861,  46.707,  81.556,  24.706,  16.334,  33.491,  27.820,  27.820,  27.820,  27.820,  27.820,  27.820,   5.583,  10.643,  11.014,  23.587,  50.805,  19.938,  20.377,  38.821,  11.956,  14.830,  15.275,  12.222,  28.008,   0.267,   9.359,  14.456,  63.063,  37.471,  38.409,   9.817,  57.610,   7.741,  61.430,  96.860
1232,  20.198,  14.441,  -0.000,   6.373,  18.435,  19.186,  14.163,  -0.000,   8.772,  22.819,  78.308,   0.111, 167.741,  32.180,   4.064,  52.048,  75.338,  32.246,  19.253,  40.552,   6.549,  33.356,   8.074,  52.685,  72.262,  23.907,  16.263,  41.437,  27.901,  27.901,  27.901,  27.901,  27.901,  27.901,   4.576,   9.126,   7.729,  23.691,  46.355,  17.112,  15.269,  38.096,   9.308,  16.162,  11.450,   8.381,  24.299,   0.045,   7.999,  13.715,  66.070,  27.806,  28.617,   7.265,  48.288,   7.733,  54.980,  92.549
1233,  12.629,  11.874,  -0.000,   5.043,  19.916,   7.687,  11.296,  -0.000,   4.901,  18.252,  59.157,   0.406, 130.988,  23.996,   3.387,  53.826,  76.644,  17.917,  15.413,  38.276,   4.788,  29.592,   6.862,  57.248,  59.424,  23.466,  17.360,  47.900,  26.735,  26.735,  26.735,  26.735,  26.735,  26.735,   4.628,   8.326,   5.899,  23.975,  41.473,  16.878,  10.906,  34.718,   7.454,  18.134,   8.207,   5.215,  22.130,   0.045,   6.751,  14.476,  79.407,  20.316,  20.576,   5.113,  37.488,   8.627,  50.325,  84.185
1234,   9.866,  12.592,   0.000,   5.816,  21.780,   2.692,   9.620,   0.000,   4.069,  16.846,  42.343,   1.217,  89.178,  16.961,   2.806,  56.592,  75.632,   9.817,  12.163,  37.090,   3.278,  27.286,   6.667,  61.790,  46.102,  23.947,  20.191,  54.050,  25.489,  25.489,  25.489,  25.489,  25.489,  25.489,   6.737,   8.635,   5.694,  25.088,  38.736,  20.177,   7.599,  30.582,   7.147,  21.892,   7.214,   3.185,  22.504,   0.267,   6.108,  16.718,  96.662,  16.107,  15.099,   3.268,  27.507,   9.469,  48.773,  72.687
1235,  10.620,  16.181,  -0.000,   7.447,  23.053,   1.346,   9.645,  -0.000,   5.785,  18.168,  29.719,   3.226,  64.740,  11.977,   2.873,  58.151,  75.653,   6.390,  11.382,  37.369,   2.895,  27.977,   7.090,  68.104,  35.125,  25.634,  24.807,  61.813,  26.864,  26.864,  26.864,  26.864,  26.864,  26.864,  12.047,  10.213,   6.888,  27.742,  39.158,  27.458,   5.610,  28.525,   8.579,  29.624,   8.985,   2.959,  25.523,   1.035,   6.636,  21.069, 109.961,  15.368,  12.019,   1.792,  20.468,   9.597,  50.423,  59.488
1236,  13.239,  22.280,   0.000,   9.061,  23.170,   2.101,  12.269,   0.000,   9.049,  21.833,  21.648,   7.521,  69.991,   9.627,   3.631,  56.869,  77.790,   5.941,  14.948,  38.404,   4.153,  33.201,   7.753,  76.590,  27.541,  28.569,  30.973,  72.388,  32.470,  32.470,  32.470,  32.470,  32.470,  32.470,  21.709,  12.804,   8.990,  31.965,  42.759,  38.761,   5.101,  30.314,  11.096,  42.862,  12.793,   5.066,  29.947,   3.068,   8.387,  28.006, 113.870,  17.472,  10.612,   0.832,  16.864,   9.020,  54.978,  46.682
1237,  16.352,  30.908,  -0.000,  10.422,  22.473,   4.317,  18.876,  -0.000,  12.472,  26.935,  17.983,  16.106, 102.506,  10.079,   4.727,  52.569,  79.623,   7.125,  24.414,  39.290,   7.319,  43.558,   8.418,  84.985,  22.675,  32.806,  38.382,  84.553,  41.572,  41.572,  41.572,  41.572,  41.572,  41.572,  35.819,  16.406,  11.479,  37.264,  48.796,  53.254,   5.775,  35.144,  13.824,  60.031,  17.551,  10.418,  33.731,   7.280,  11.028,  37.154, 107.954,  21.421,  10.119,   0.318,  15.565,   8.575,  61.848,  36.421
1238,  19.214,  42.237,  -0.000,  12.452,  22.440,   7.569,  30.974,  -0.000,  15.454,  31.960,  18.152,  31.599, 145.782,  12.458,   5.806,  46.988,  76.954,   8.927,  40.465,  39.857,  13.146,  57.425,   9.894,  89.480,  19.447,  38.806,  46.347,  95.174,  51.018,  51.018,  51.018,  51.018,  51.018,  51.018,  53.530,  21.690,  14.562,  43.223,  55.707,  68.865,   6.763,  40.118,  16.568,  76.050,  22.232,  20.000,  35.392,  14.219,  14.281,  47.357,  95.461,  26.131,  10.411,   0.156,  14.903,   9.979,  68.879,  29.687
1239,  21.471,  55.418,  -0.000,  16.602,  24.498,  11.054,  48.882,  -0.000,  18.658,  35.076,  20.905,  56.078, 175.770,  15.506,   6.829,  42.747,  67.387,  10.482,  61.630,  40.714,  23.566,  70.882,  13.716,  87.208,  17.587,  46.963,  53.583, 100.217,  57.344,  57.344,  57.344,  57.344,  57.344,  57.344,  73.271,  29.818,  19.261,  49.547,  60.897,  82.054,   7.306,  42.725,  19.606,  84.884,  26.314,  34.525,  35.036,  23.146,  17.769,  57.661,  80.256,  30.110,  11.873,   0.333,  13.692,  15.320,  73.061,  25.394
1240,  22.846,  67.580,   0.000,  24.007,  28.924,  13.721,  69.986,   0.000,  23.793,  35.140,  24.362,  88.141, 174.773,  18.655,   7.936,  42.245,  52.181,  11.055,  83.729,  42.419,  40.790,  79.488,  21.290,  77.385,  17.642,  56.828,  58.754,  97.008,  59.446,  59.446,  59.446,  59.446,  59.446,  59.446,  92.580,  41.738,  27.584,  55.907,  61.877,  89.143,   7.252,  42.967,  23.105,  84.108,  29.766,  53.311,  33.855,  31.696,  20.997,  67.496,  65.442,  31.737,  14.999,   1.287,  11.734,  26.341,  72.725,  21.532
1241,  23.396,  75.315,  -0.000,  34.504,  35.486,  14.810,  88.985,  -0.000,  31.715,  32.583,  26.474, 120.991, 143.652,  22.471,   9.408,  46.121,  35.528,  10.410, 100.762,  44.338,  65.023,  80.827,  32.883,  61.450,  19.745,  66.495,  61.546,  85.456,  58.739,  58.739,  58.739,  58.739,  58.739,  58.739, 107.470,  57.165,  41.022,  61.529,  57.882,  87.738,   8.030,  42.842,  27.011,  76.452,  32.797,  73.264,  33.224,  37.074,  23.793,  75.506,  53.837,  30.463,  19.550,   3.842,   9.691,  43.439,  68.725,  17.032
1242,  23.890,  77.459,   0.000,  46.966,  43.706,  14.552, 100.547,   0.000,  41.887,  28.952,  25.728, 144.224, 101.000,  27.919,  12.406,  53.100,  21.613,   9.303, 107.546,  44.632,  92.390,  75.571,  47.428,  42.885,  22.729,  72.945,  62.522,  67.800,  56.832,  56.832,  56.832,  56.832,  56.832,  56.832, 113.406,  74.330,  59.323,  65.159,  50.160,  78.097,  12.252,  44.062,  31.772,  67.080,  35.515,  89.739,  34.032,  38.263,  26.684,  79.252,  48.839,  27.750,  24.447,   9.304,   8.493,  64.795,  63.313,  12.198
1243,  26.207,  76.860,   0.000,  60.357,  52.954,  14.884, 102.811,   0.000,  53.168,  25.988,  22.058, 149.159,  70.645,  35.242,  19.293,  60.978,  12.330,   9.670, 102.750,  41.914, 115.871,  66.380,  63.334,  25.914,  25.079,  73.975,  61.878,  47.564,  53.840,  53.840,  53.840,  53.840,  53.840,  53.840, 107.728,  90.100,  79.521,  65.643,  41.041,  63.343,  22.414,  46.440,  38.479,  59.650,  37.698,  98.900,  36.806,  37.057,  30.953,  76.834,  53.601,  26.106,  28.495,  18.838,   8.705,  86.161,  58.053,   7.927
1244,  33.305,  77.684,  -0.000,  73.820,  61.701,  19.728,  98.044,  -0.000,  64.942,  24.483,  17.404, 133.953,  68.428,  43.768,  32.564,  67.685,   7.183,  15.138,  90.153,  37.235, 128.457,  56.669,  79.164,  13.637,  26.523,  69.626,  59.671,  28.886,  49.568,  49.568,  49.568,  49.568,  49.568,  49.568,  91.702, 100.775,  96.504,  62.391,  33.439,  48.120,  39.241,  48.497,  48.601,  54.468,  39.007,  99.804,  41.388,  36.859,  38.017,  68.644,  68.706,  27.187,  31.209,  32.038,  10.278, 102.247,  53.263,   4.701
1245,  47.969,  81.294,  -0.000,  86.452,  67.277,  34.201,  89.962,  -0.000,  77.024,  24.321,  15.450, 104.441,  95.782,  53.256,  52.978,  72.039,   4.788,  30.079,  76.172,  33.627, 126.249,  50.083,  93.294,   6.607,  28.568,  61.781,  56.422,  14.913,  45.145,  45.145,  45.145,  45.145,  45.145,  45.145,  70.379, 103.055, 105.216,  56.693,  30.149,  36.264,  60.729,  49.008,  62.494,  49.695,  39.501,  94.022,  46.769,  40.041,  48.861,  57.612,  90.172,  30.684,  32.943,  45.911,  12.859, 108.757,  48.975,   2.661
1246,  70.391,  84.321,  -0.000,  96.495,  67.484,  61.594,  80.741,  -0.000,  88.324,  24.961,  20.164,  70.445, 138.790,  63.902,  78.157,  74.657,   4.313,  57.696,  65.560,  33.860, 109.950,  49.344, 103.322,   3.982,  33.852,  53.343,  53.489,   6.523,  42.577,  42.577,  42.577,  42.577,  42.577,  42.577,  49.819,  95.618, 102.985,  51.226,  32.849,  29.419,  82.508,  47.459,  78.074,  43.779,  39.888,  83.843,  50.888,  47.038,  62.944,  47.505, 109.856,  34.871,  34.048,  55.831,  16.073, 104.455,  45.525,   1.783
1247,  96.103,  81.556,   0.000, 101.386,  62.398,  98.889,  70.287,   0.000,  96.507,  26.459,  34.596,  40.772, 173.447,  75.217, 102.466,  76.858,   6.513,  95.408,  58.491,  38.316,  84.612,  53.905, 106.275,   4.912,  44.589,  46.571,  51.713,   2.932,  42.967,  42.967,  42.967,  42.967,  42.967,  42.967,  33.978,  80.527,  91.025,  47.950,  41.071,  27.002,  99.509,  43.655,  90.742,  36.855,  41.085,  71.469,  52.275,  56.785,  77.313,  41.022, 118.962,  38.407,  34.550,  58.892,  19.913,  91.586,  42.910,   1.858
1248, 116.429,  70.615,  -0.000,  98.764,  54.868, 134.691,  57.817,  -0.000,  98.833,  30.122,  58.547,  19.966, 178.817,  85.450, 119.306,  79.144,  13.077, 132.546,  51.781,  45.491,  57.728,  59.243, 100.090,   9.612,  61.293,  42.502,  50.846,   2.830,  45.308,  45.308,  45.308,  45.308,  45.308,  45.308,  24.186,  62.275,  74.028,  46.503,  52.615,  27.382, 107.804,  38.253,  95.788,  30.571,  43.468,  59.037,  50.918,  67.591,  87.967,  38.300, 112.972,  41.304,  34.263,  56.111,  24.885,  74.604,  40.541,   2.591
1249, 122.777,  53.912,  -0.000,  88.187,  48.727, 153.683,  44.106,  -0.000,  93.628,  38.136,  87.126,   8.144, 151.691,  91.921, 124.069,  80.434,  25.210, 153.850,  42.904,  53.355,  35.965,  59.895,  85.738,  18.388,  81.405,  40.715,  49.803,   5.743,  47.869,  47.869,  47.869,  47.869,  47.869,  47.869,  19.364,  45.808,  57.580,  45.159,  64.144,  29.216, 106.353,  33.057,  91.595,  26.662,  46.705,  48.694,  48.385,  77.167,  92.125,  37.803,  94.497,  44.562,  33.318,  51.198,  32.295,  58.196,  37.569,   3.440
1250, 112.136,  36.844,   0.000,  72.203,  46.207, 146.492,  31.258,   0.000,  81.533,  51.883, 111.311,   2.698, 108.346,  92.737, 116.169,  78.902,  41.998, 149.171,  32.298,  60.212,  22.247,  53.882,  67.300,  30.366,  99.009,  39.943,  47.750,  12.231,  49.042,  49.042,  49.042,  49.042,  49.042,  49.042,  17.528,  33.869,  45.205,  43.109,  72.422,  31.616,  97.277,  30.696,  80.751,  25.374,  49.548,  41.033,  46.319,  83.226,  89.615,  37.559,  70.916,  49.318,  32.597,  47.335,  42.847,  45.091,  33.485,   4.128
1251,  88.899,  24.223,   0.000,  54.881,  46.555, 116.562,  21.175,   0.000,  65.178,  69.342, 122.041,   0.778,  73.391,  87.434,  98.777,  73.598,  59.729, 120.946,  22.198,  64.389,  15.406,  43.815,  49.431,  43.083, 107.313,  38.833,  44.199,  21.865,  48.054,  48.054,  48.054,  48.054,  48.054,  48.054,  16.569,  26.486,  37.075,  40.938,  75.022,  33.618,  84.019,  32.509,  67.436,  25.221,  50.645,  34.875,  45.523,  84.342,  81.887,  36.403,  49.417,  55.226,  33.515,  45.219,  55.505,  35.400,  28.451,   4.661
1252,  61.683,  17.703,  -0.000,  39.344,  47.007,  77.394,  14.293,  -0.000,  47.951,  84.523, 115.540,   0.385,  64.915,  76.558,  76.523,  66.005,  73.355,  82.338,  14.532,  64.259,  12.455,  33.949,  34.954,  52.997, 102.900,  36.880,  38.644,  32.476,  44.802,  44.802,  44.802,  44.802,  44.802,  44.802,  15.051,  21.983,  31.397,  39.090,  71.446,  33.943,  69.357,  37.507,  54.591,  24.507,  48.909,  28.407,  46.028,  80.336,  70.504,  33.924,  33.292,  59.989,  36.658,  43.991,  67.225,  27.877,  23.021,   5.310
1253,  38.317,  15.922,  -0.000,  26.482,  44.935,  42.845,   9.970,  -0.000,  32.342,  90.248,  95.396,   0.677,  87.074,  61.665,  53.841,  58.518,  79.154,  47.569,  10.111,  58.847,  10.958,  26.962,  24.268,  57.374,  87.924,  34.076,  31.253,  40.390,  39.734,  39.734,  39.734,  39.734,  39.734,  39.734,  12.451,  18.595,  26.090,  36.679,  63.405,  31.315,  55.149,  42.905,  43.085,  22.438,  44.231,  21.136,  47.103,  71.675,  56.683,  29.956,  22.189,  60.847,  40.771,  42.387,  75.339,  21.555,  17.907,   6.250
1254,  22.603,  16.014,   0.000,  16.384,  39.438,  19.720,   7.457,   0.000,  19.783,  83.113,  69.522,   1.312, 128.469,  45.387,  34.284,  52.524,  76.457,  23.965,   8.893,  49.054,   9.651,  22.988,  16.653,  55.788,  68.031,  30.497,  23.132,  43.006,  33.551,  33.551,  33.551,  33.551,  33.551,  33.551,   9.251,  15.392,  20.461,  32.432,  53.570,  25.820,  42.279,  46.150,  32.783,  19.556,  37.780,  14.069,  47.106,  59.119,  42.032,  24.939,  14.677,  56.747,  43.544,  39.806,  78.987,  16.354,  13.772,   7.497
1255,  14.143,  15.951,  -0.000,   9.381,  31.748,   7.471,   6.438,  -0.000,  10.707,  66.143,  45.417,   2.053, 166.607,  30.579,  19.768,  47.502,  67.732,  11.275,  10.474,  37.908,   8.089,  20.985,  11.529,  50.276,  48.838,  26.390,  15.920,  40.864,  27.062,  27.062,  27.062,  27.062,  27.062,  27.062,   6.316,  12.166,  14.856,  26.293,  43.874,  19.056,  31.116,  45.833,  23.574,  16.693,  31.179,   8.376,  44.043,  44.132,  28.785,  19.925,  10.184,  49.261,  43.612,  36.243,  78.602,  12.393,  11.299,   8.912
1256,  10.192,  15.022,   0.000,   5.651,  23.787,   2.243,   6.596,   0.000,   5.035,  46.244,  27.368,   2.717, 179.197,  19.225,  10.346,  42.387,  56.822,   5.799,  14.001,  28.926,   6.148,  20.642,   8.541,  43.810,  33.504,  21.906,  10.785,  36.793,  21.151,  21.151,  21.151,  21.151,  21.151,  21.151,   4.262,   9.017,  10.115,  19.537,  35.296,  12.996,  21.642,  41.798,  15.800,  14.320,  25.485,   4.507,  37.110,  29.143,  18.628,  15.720,   8.788,  41.405,  41.686,  31.887,  74.144,   9.461,  10.654,  10.297
1257,   7.956,  14.011,  -0.000,   4.650,  17.042,   0.490,   7.506,  -0.000,   2.162,  29.343,  16.131,   3.248, 159.005,  11.857,   4.890,  37.446,  47.053,   3.810,  18.197,  23.729,   4.064,  22.310,   7.257,  38.545,  22.736,  17.151,   7.858,  33.164,  16.476,  16.476,  16.476,  16.476,  16.476,  16.476,   3.058,   6.053,   6.743,  14.073,  28.613,   9.013,  13.802,  34.679,   9.713,  12.421,  20.972,   2.170,  27.896,  16.645,  12.126,  12.284,  10.498,  35.339,  39.196,  26.793,  65.487,   7.181,  11.341,  11.212
1258,   5.971,  13.987,   0.000,   5.007,  12.018,   0.090,   8.974,   0.000,   1.263,  17.750,   9.975,   3.972, 118.384,   7.450,   2.029,  34.404,  40.153,   3.181,  21.801,  21.281,   2.262,  26.121,   6.994,  35.243,  16.039,  12.401,   6.911,  30.921,  13.155,  13.155,  13.155,  13.155,  13.155,  13.155,   2.364,   3.612,   4.569,  10.761,  24.676,   7.698,   7.817,  26.055,   5.401,  10.833,  17.660,   0.899,  19.225,   8.094,   8.559,   9.285,  14.495,  31.338,  36.928,  21.281,  53.990,   5.472,  12.160,  11.119
1259,   4.511,  16.130,  -0.000,   5.633,   8.626,   0.111,  11.340,  -0.000,   1.806,  11.078,   6.794,   5.488,  80.656,   4.682,   0.679,  34.092,  36.625,   2.761,  24.409,  19.316,   1.039,  30.896,   6.809,  33.852,  12.268,   8.288,   7.588,  30.222,  10.917,  10.917,  10.917,  10.917,  10.917,  10.917,   2.079,   2.145,   3.336,   9.302,  23.724,   8.913,   3.885,  18.267,   2.706,   9.814,  15.700,   0.363,  13.082,   3.267,   6.621,   6.764,  18.950,  28.398,  35.200,  16.246,  42.669,   4.360,  12.111,   9.963
1260,   4.424,  21.262,   0.000,   6.093,   6.822,   0.384,  15.353,   0.000,   3.390,   7.814,   5.120,   8.932,  65.685,   2.826,   0.200,  35.429,  35.773,   2.341,  27.004,  16.717,   0.384,  34.910,   5.961,  34.309,  10.170,   5.968,   9.446,  31.057,   9.410,   9.410,   9.410,   9.410,   9.410,   9.410,   2.418,   1.946,   2.962,   8.918,  24.913,  12.056,   1.829,  13.352,   1.328,   9.882,  15.347,   0.288,   9.515,   1.080,   5.345,   5.376,  21.634,  25.503,  34.085,  12.764,  33.913,   3.815,  11.142,   8.355
1261,   6.023,  29.252,  -0.000,   6.364,   6.578,   1.039,  22.028,  -0.000,   5.624,   6.445,   4.753,  15.522,  81.105,   1.643,   0.045,  36.563,  36.427,   2.242,  31.468,  14.152,   0.133,  37.624,   4.426,  36.384,   8.732,   6.102,  11.822,  33.209,   8.952,   8.952,   8.952,   8.952,   8.952,   8.952,   3.698,   3.094,   3.485,   9.250,  26.771,  15.917,   1.172,  11.486,   1.063,  11.849,  16.915,   0.679,   7.634,   0.267,   4.206,   5.874,  20.910,  22.799,  33.340,  11.772,  28.023,   3.733,  10.348,   7.242
1262,   8.676,  38.772,  -0.000,   6.379,   7.586,   2.307,  32.414,  -0.000,   7.867,   5.904,   5.869,  26.214, 119.206,   1.498,   0.000,  37.624,  37.800,   3.003,  39.072,  13.109,   0.133,  40.083,   2.851,  39.452,   7.400,   8.559,  14.166,  36.434,  10.501,  10.501,  10.501,  10.501,  10.501,  10.501,   6.174,   5.244,   4.621,  10.522,  28.071,  19.650,   1.379,  11.140,   1.871,  16.323,  20.591,   1.738,   6.730,   0.045,   3.276,   8.473,  16.899,  21.778,  32.193,  13.649,  23.697,   3.953,  10.714,   7.264
1263,  11.251,  47.595,  -0.000,   5.980,   9.490,   4.219,  46.653,  -0.000,   9.520,   5.725,   8.250,  41.688, 159.841,   2.614,   0.022,  40.598,  39.667,   4.893,  49.583,  14.621,   0.384,  43.358,   1.944,  42.524,   6.074,  12.450,  16.399,  40.986,  14.890,  14.890,  14.890,  14.890,  14.890,  14.890,  10.184,   7.699,   5.730,  12.883,  28.173,  23.514,   1.913,  10.564,   3.715,  23.610,  26.216,   3.663,   6.917,   0.000,   2.917,  12.831,  11.392,  23.913,  30.020,  18.122,  19.988,   4.338,  12.191,   8.534
1264,  13.153,  54.099,   0.000,   5.388,  11.875,   6.605,  62.962,   0.000,  10.356,   6.110,  11.403,  62.344, 179.396,   5.027,   0.111,  46.997,  41.632,   7.395,  61.905,  18.458,   1.061,  47.204,   2.081,  45.326,   5.032,  16.901,  18.606,  47.855,  21.614,  21.614,  21.614,  21.614,  21.614,  21.614,  16.095,   9.674,   6.379,  16.188,  27.511,  28.711,   2.379,   9.753,   6.315,  33.441,  32.480,   6.659,   8.582,   0.000,   3.301,  18.159,   6.623,  29.747,  27.229,  24.162,  16.504,   4.585,  13.885,  10.958
1265,  14.765,  58.467,   0.000,   5.331,  14.365,   9.148,  77.603,   0.000,  10.428,   7.649,  14.924,  87.386, 166.236,   8.324,   0.384,  56.286,  42.182,   9.349,  74.291,  23.274,   2.485,  50.312,   3.279,  48.615,   4.723,  21.625,  21.755,  57.004,  29.151,  29.151,  29.151,  29.151,  29.151,  29.151,  23.791,  11.065,   6.749,  20.555,  27.452,  35.736,   2.730,  10.220,   9.051,  44.504,  37.365,  10.851,  11.842,   0.022,   4.263,  23.693,   4.024,  37.870,  24.752,  29.687,  13.432,   4.521,  14.803,  14.178
1266,  16.889,  62.436,   0.000,   6.995,  16.373,  11.554,  87.062,   0.000,  10.559,  10.898,  18.507, 112.961, 128.570,  11.672,   1.061,  66.669,  39.508,   9.881,  83.947,  27.709,   5.183,  51.554,   5.878,  52.530,   5.804,  27.268,  27.484,  66.545,  36.110,  36.110,  36.110,  36.110,  36.110,  36.110,  33.317,  12.721,   7.503,  26.685,  29.916,  44.232,   3.190,  13.675,  11.325,  54.812,  39.219,  17.079,  16.404,   0.111,   5.354,  29.354,   3.818,  45.437,  23.008,  32.785,  11.021,   4.643,  14.511,  18.500
1267,  19.962,  67.814,   0.000,  11.699,  17.521,  13.656,  90.609,   0.000,  12.357,  16.175,  21.583, 131.840,  89.163,  14.486,   2.351,  77.015,  33.202,   9.246,  87.893,  31.430,  10.129,  50.953,  11.005,  55.353,   9.004,  35.136,  36.801,  73.405,  42.504,  42.504,  42.504,  42.504,  42.504,  42.504,  45.397,  16.198,   9.694,  35.222,  35.798,  54.102,   3.953,  20.369,  13.169,  62.600,  38.203,  27.312,  21.780,   0.406,   6.710,  36.429,   5.370,  49.724,  21.637,  32.887,   9.857,   6.292,  13.300,  25.132
1268,  24.099,  74.944,   0.000,  20.776,  18.473,  15.771,  90.005,   0.000,  17.972,  22.994,  23.097, 136.547,  70.388,  17.271,   4.382,  86.267,  24.900,   9.175,  85.216,  35.159,  19.194,  49.416,  20.426,  53.842,  14.410,  46.082,  48.650,  74.675,  48.929,  48.929,  48.929,  48.929,  48.929,  48.929,  61.324,  22.994,  14.932,  45.876,  44.148,  65.286,   4.903,  28.779,  15.260,  67.050,  36.598,  43.382,  27.526,   1.217,   9.123,  46.937,   7.613,  49.837,  20.145,  30.855,  10.162,  11.625,  11.942,  35.762
1269,  30.260,  82.156,   0.000,  34.963,  21.002,  19.717,  87.246,   0.000,  28.791,  29.938,  22.431, 124.061,  82.534,  21.555,   7.047,  92.159,  17.069,  12.522,  78.271,  39.260,  35.218,  48.963,  35.389,  46.029,  20.858,  59.024,  59.692,  68.717,  55.089,  55.089,  55.089,  55.089,  55.089,  55.089,  80.986,  34.007,  25.508,  57.003,  52.397,  75.930,   5.915,  36.444,  18.294,  68.529,  36.948,  64.549,  33.184,   3.002,  13.401,  61.374,   9.649,  47.048,  18.269,  27.944,  11.463,  23.052,  11.667,  50.735
1270,  40.657,  86.089,   0.000,  53.191,  26.610,  29.040,  82.503,   0.000,  44.415,  35.129,  20.452,  97.997, 119.087,  28.853,  10.349,  92.305,  11.300,  23.174,  70.462,  42.899,  59.727,  51.613,  55.071,  33.522,  26.766,  70.909,  66.885,  56.156,  59.379,  59.379,  59.379,  59.379,  59.379,  59.379, 100.834,  49.655,  43.246,  66.201,  57.648,  81.598,   7.508,  41.400,  22.470,  68.110,  40.094,  86.201,  37.736,   6.299,  19.201,  76.318,  11.258,  43.228,  16.172,  24.537,  12.763,  42.045,  13.312,  68.249
