channel,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast,kA,kca3,kfasttab,kslowtab,lcafixed,nafast
scale,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
lambda,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
1271,  58.022,  83.345,   0.000,  72.344,  35.102,  48.186,  74.810,   0.000,  62.437,  37.383,  20.332,  66.658, 159.561,  39.572,  14.692,  86.305,   8.046,  44.862,  62.991,  44.751,  90.400,  57.549,  76.134,  20.670,  31.787,  78.120,  69.593,  39.938,  60.231,  60.231,  60.231,  60.231,  60.231,  60.231, 114.356,  69.325,  66.920,  70.928,  59.406,  78.369,  11.367,  43.671,  27.776,  66.671,  44.569, 101.811,  40.030,  11.599,  25.117,  85.553,  12.736,  39.180,  13.992,  20.279,  13.445,  67.143,  16.730,  85.326
1272,  82.137,  72.988,   0.000,  88.735,  45.107,  78.919,  63.563,   0.000,  79.675,  37.024,  26.553,  38.685, 179.678,  52.825,  21.292,  76.867,   7.455,  78.156,  54.754,  44.891, 119.739,  64.137,  94.372,  11.383,  37.656,  78.761,  68.942,  24.441,  57.562,  57.562,  57.562,  57.562,  57.562,  57.562, 115.500,  90.140,  90.991,  70.021,  59.915,  66.939,  19.617,  45.183,  34.564,  64.292,  48.198, 107.156,  39.662,  18.916,  29.780,  84.882,  14.342,  34.956,  12.082,  15.207,  13.531,  92.711,  20.343,  99.243
1273, 107.645,  57.947,   0.000,  99.572,  55.354, 115.943,  49.890,   0.000,  93.323,  35.559,  43.016,  19.053, 167.169,  66.982,  31.835,  67.480,  10.310, 116.727,  45.485,  45.163, 137.783,  67.037, 106.192,   7.631,  47.618,  73.503,  66.668,  13.368,  53.282,  53.282,  53.282,  53.282,  53.282,  53.282, 102.738, 106.656, 107.495,  64.994,  62.373,  52.291,  34.289,  47.998,  43.512,  60.286,  49.904, 102.414,  37.854,  27.321,  33.371,  75.526,  15.719,  31.328,  11.110,  10.080,  13.362, 110.620,  22.231, 107.961
1274, 125.047,  43.252,  -0.000, 103.863,  65.056, 146.129,  36.196,  -0.000, 101.660,  34.388,  70.074,   8.275, 129.890,  80.426,  47.872,  60.452,  17.922, 147.195,  37.230,  47.576, 137.490,  63.795, 109.780,   9.961,  63.666,  65.274,  64.105,   8.277,  50.415,  50.415,  50.415,  50.415,  50.415,  50.415,  80.446, 112.659, 110.798,  59.331,  67.685,  40.063,  55.163,  52.275,  55.258,  54.083,  49.850,  90.983,  37.229,  34.934,  37.943,  62.972,  16.303,  30.299,  12.182,   5.811,  13.355, 114.889,  21.333, 109.842
1275, 126.136,  32.324,   0.000, 101.891,  72.795, 154.894,  24.926,   0.000, 103.929,  33.942, 101.917,   3.944,  90.655,  91.531,  69.402,  55.817,  31.201, 155.907,  32.829,  52.669, 118.911,  56.349, 105.046,  18.452,  84.981,  57.558,  62.155,   9.164,  51.396,  51.396,  51.396,  51.396,  51.396,  51.396,  56.385, 105.323, 101.195,  56.018,  73.487,  33.086,  78.859,  55.854,  69.725,  46.691,  48.504,  77.234,  39.660,  39.793,  46.274,  52.691,  15.749,  34.070,  16.187,   2.890,  13.874, 105.598,  18.301, 105.208
1276, 109.718,  25.838,  -0.000,  94.545,  76.115, 136.680,  17.430,  -0.000,  99.861,  34.442, 127.292,   3.080,  71.971,  98.648,  93.495,  53.048,  49.287, 138.366,  33.343,  59.381,  89.328,  49.356,  93.647,  32.535, 106.651,  52.654,  60.504,  15.734,  56.115,  56.115,  56.115,  56.115,  56.115,  56.115,  37.199,  87.714,  84.501,  55.348,  75.903,  31.406,  99.566,  56.043,  85.275,  40.155,  46.427,  64.672,  44.917,  41.483,  59.563,  47.025,  14.353,  43.050,  22.855,   1.239,  15.067,  88.589,  14.831,  97.158
1277,  82.518,  22.881,   0.000,  82.744,  73.518,  99.732,  13.781,   0.000,  89.608,  37.181, 134.925,   3.619,  84.141, 100.175, 114.526,  51.690,  68.961, 102.914,  37.301,  66.073,  59.077,  46.208,  78.361,  49.629, 120.959,  50.681,  58.010,  26.985,  61.536,  61.536,  61.536,  61.536,  61.536,  61.536,  25.319,  66.910,  67.981,  55.453,  72.391,  33.095, 111.950,  52.020,  98.332,  35.764,  44.262,  54.534,  50.899,  41.510,  75.684,  45.114,  12.901,  54.263,  30.063,   0.495,  16.941,  71.190,  12.360,  89.891
1278,  54.462,  22.896,   0.000,  67.434,  66.771,  59.891,  13.427,   0.000,  74.242,  44.089, 120.892,   4.661, 120.406,  95.106, 126.360,  51.841,  85.171,  64.491,  42.304,  70.805,  35.906,  46.739,  62.082,  64.960, 120.922,  50.049,  53.165,  40.250,  63.278,  63.278,  63.278,  63.278,  63.278,  63.278,  19.585,  49.272,  55.898,  54.349,  63.351,  35.823, 114.218,  45.855, 104.086,  33.106,  42.500,  45.876,  55.328,  42.490,  89.832,  44.376,  12.409,  62.671,  34.828,   0.451,  19.982,  57.679,  11.464,  85.924
1279,  32.483,  25.775,   0.000,  50.246,  59.971,  29.496,  15.889,   0.000,  55.813,  56.134,  91.553,   6.492, 160.102,  83.652, 125.289,  54.387,  93.152,  34.586,  46.402,  71.697,  22.008,  48.138,  46.677,  73.799, 105.075,  48.492,  46.014,  51.389,  58.617,  58.617,  58.617,  58.617,  58.617,  58.617,  17.056,  37.397,  47.954,  51.184,  51.561,  37.418, 108.102,  40.874,  99.387,  30.836,  41.445,  36.733,  57.343,  46.578,  97.338,  42.285,  13.350,  64.441,  35.399,   1.122,  25.210,  48.115,  11.887,  84.852
1280,  18.469,  31.066,  -0.000,  34.047,  55.996,  11.921,  21.040,  -0.000,  37.532,  71.122,  58.963,  10.321, 179.249,  67.435, 111.527,  60.110,  91.155,  16.455,  49.125,  67.392,  15.275,  48.091,  33.324,  74.034,  79.034,  44.176,  37.888,  57.085,  48.445,  48.445,  48.445,  48.445,  48.445,  48.445,  15.208,  30.038,  41.070,  46.016,  40.840,  36.378,  96.244,  39.674,  85.224,  28.024,  40.995,  26.434,  57.983,  54.848,  96.346,  37.769,  15.327,  60.062,  32.968,   2.998,  34.301,  40.444,  13.040,  85.006
1281,  11.245,  37.881,  -0.000,  21.727,  54.067,   4.172,  29.371,  -0.000,  22.530,  83.823,  33.052,  17.462, 165.898,  49.173,  88.554,  69.001,  81.518,   7.395,  51.327,  58.248,  12.277,  47.014,  22.752,  67.683,  52.022,  36.658,  30.110,  57.109,  36.519,  36.519,  36.519,  36.519,  36.519,  36.519,  12.624,  24.531,  33.015,  39.364,  33.637,  32.558,  80.441,  42.715,  66.252,  24.965,  40.707,  16.425,  58.943,  66.669,  88.133,  31.520,  17.373,  53.204,  30.724,   7.060,  47.984,  32.983,  14.429,  85.410
1282,   9.079,  44.894,  -0.000,  14.312,  51.257,   1.908,  41.007,  -0.000,  12.827,  88.474,  17.383,  28.664, 128.007,  31.932,  61.853,  79.233,  69.244,   3.833,  54.561,  46.566,  10.218,  46.574,  15.117,  59.352,  31.102,  27.437,  23.589,  53.670,  26.688,  26.688,  26.688,  26.688,  26.688,  26.688,   9.427,  19.117,  24.141,  32.131,  29.907,  27.449,  62.106,  48.295,  47.706,  22.259,  39.918,   8.842,  60.721,  80.068,  75.313,  24.980,  18.645,  47.308,  31.634,  14.772,  65.280,  25.468,  15.987,  85.881
1283,  10.392,  51.064,  -0.000,  10.636,  45.564,   2.419,  54.902,  -0.000,   8.523,  82.383,  10.590,  43.990,  87.433,  18.249,  37.234,  87.827,  58.943,   3.477,  60.318,  35.260,   7.928,  47.941,   9.918,  52.865,  17.992,  19.185,  18.804,  49.510,  20.948,  20.948,  20.948,  20.948,  20.948,  20.948,   6.612,  13.656,  16.497,  25.189,  27.709,  23.507,  43.317,  53.548,  32.678,  20.582,  37.994,   4.762,  61.586,  91.630,  60.462,  19.347,  18.619,  43.430,  36.441,  27.018,  83.080,  18.392,  17.998,  85.879
1284,  13.149,  56.168,   0.000,   8.816,  37.323,   4.242,  68.589,   0.000,   8.212,  67.558,   9.529,  63.296,  65.522,   9.443,  18.916,  92.208,  52.900,   5.232,  68.699,  26.647,   5.288,  50.446,   6.538,  49.685,  10.801,  14.397,  16.219,  46.918,  19.383,  19.383,  19.383,  19.383,  19.383,  19.383,   5.435,   9.331,  11.688,  19.574,  24.729,  22.737,  26.759,  55.363,  21.652,  20.814,  35.404,   4.065,  58.556,  97.176,  45.454,  15.405,  17.214,  41.307,  44.323,  42.906,  96.595,  12.454,  20.626,  84.131
1285,  15.627,  61.336,   0.000,   7.616,  28.361,   6.694,  79.901,   0.000,   9.805,  49.268,  11.702,  86.010,  72.573,   5.508,   7.927,  91.634,  50.817,   8.006,  78.365,  22.031,   2.962,  52.686,   4.551,  49.321,   7.243,  14.071,  16.356,  47.998,  21.168,  21.168,  21.168,  21.168,  21.168,  21.168,   6.755,   7.464,   9.650,  16.307,  21.016,  26.016,  14.727,  51.896,  13.984,  24.328,  33.431,   6.020,  50.335,  93.258,  31.814,  13.872,  14.839,  40.856,  54.224,  59.163, 101.656,   8.242,  23.642,  79.401
1286,  17.284,  68.069,   0.000,   7.181,  20.693,   9.623,  88.393,   0.000,  11.762,  32.939,  15.455, 109.715, 104.589,   5.575,   2.719,  87.288,  50.534,  10.545,  87.257,  22.021,   1.601,  54.092,   4.228,  51.106,   6.101,  17.848,  19.109,  53.916,  25.535,  25.535,  25.535,  25.535,  25.535,  25.535,  11.194,   8.237,   9.359,  16.211,  18.874,  33.147,   7.573,  43.753,   9.415,  32.173,  32.789,  10.253,  38.758,  79.027,  20.835,  15.560,  12.746,  42.353,  65.250,  71.717,  97.007,   6.014,  26.383,  71.205
1287,  19.807,  77.073,   0.000,   8.552,  15.731,  13.454,  95.072,   0.000,  13.733,  21.624,  19.686, 128.823, 145.317,   8.458,   0.823,  81.470,  49.135,  12.527,  94.114,  26.107,   1.686,  55.730,   6.237,  54.769,   7.683,  24.517,  24.757,  64.378,  32.060,  32.060,  32.060,  32.060,  32.060,  32.060,  19.501,  10.996,   9.723,  20.124,  20.956,  42.909,   4.341,  33.732,   7.864,  44.098,  33.105,  17.000,  27.566,  57.669,  13.286,  20.890,  12.674,  45.441,  75.449,  78.566,  84.816,   5.635,  28.585,  60.674
1288,  26.014,  86.846,  -0.000,  13.629,  14.011,  19.713,  99.647,  -0.000,  17.258,  15.959,  23.767, 135.859, 172.573,  13.398,   0.563,  76.550,  44.290,  15.692,  98.889,  32.980,   4.232,  59.567,  11.923,  59.087,  12.432,  33.506,  33.559,  76.310,  40.585,  40.585,  40.585,  40.585,  40.585,  40.585,  33.006,  15.134,  10.889,  28.403,  28.281,  53.593,   3.437,  25.396,   9.076,  57.650,  33.609,  27.906,  20.377,  35.443,   9.129,  29.908,  16.642,  48.361,  81.493,  80.702,  69.025,   7.058,  31.039,  49.842
1289,  38.653,  93.725,  -0.000,  24.881,  15.455,  31.296,  99.477,  -0.000,  25.459,  15.309,  27.877, 125.719, 170.604,  20.527,   1.461,  73.680,  35.934,  24.816, 101.436,  41.072,  11.384,  66.516,  23.437,  61.189,  20.743,  45.177,  45.832,  84.470,  51.049,  51.049,  51.049,  51.049,  51.049,  51.049,  52.723,  21.606,  14.339,  41.465,  39.645,  64.187,   3.986,  21.856,  12.445,  69.604,  33.875,  45.367,  19.230,  18.024,   7.798,  43.099,  27.126,  49.380,  80.383,  80.278,  53.086,  11.399,  35.123,  40.620
1290,  59.758,  93.600,  -0.000,  44.130,  19.841,  52.470,  91.605,  -0.000,  41.499,  18.961,  34.024, 100.039, 140.380,  31.174,   3.813,  73.078,  26.705,  46.418, 100.845,  49.302,  26.168,  75.043,  42.969,  57.966,  32.243,  60.338,  60.816,  83.804,  62.839,  62.839,  62.839,  62.839,  62.839,  62.839,  78.046,  32.609,  23.764,  58.487,  53.359,  75.043,   6.501,  24.811,  17.425,  78.065,  34.568,  70.181,  24.654,   7.710,   8.835,  60.692,  46.614,  48.069,  72.359,  78.096,  38.986,  21.901,  42.297,  33.496
1291,  88.852,  84.991,  -0.000,  71.042,  27.170,  85.635,  76.155,  -0.000,  66.101,  26.205,  46.481,  67.467,  99.122,  47.040,   8.741,  74.515,  20.925,  83.316,  96.313,  57.591,  51.677,  81.620,  70.752,  49.581,  47.411,  77.979,  76.418,  72.872,  74.147,  74.147,  74.147,  74.147,  74.147,  74.147, 104.963,  51.183,  43.041,  76.487,  67.938,  85.816,  12.322,  33.837,  24.391,  83.529,  37.392,  98.471,  35.227,   3.607,  12.193,  80.813,  75.034,  46.091,  60.847,  73.496,  27.984,  42.152,  52.518,  27.562
1292, 120.061,  70.754,  -0.000, 101.441,  37.632, 125.387,  57.269,  -0.000,  95.604,  35.606,  69.514,  38.559,  69.253,  68.890,  17.610,  78.393,  22.765, 127.966,  87.984,  66.104,  87.669,  83.809, 102.735,  40.813,  68.140,  94.214,  89.745,  55.769,  82.450,  82.450,  82.450,  82.450,  82.450,  82.450, 126.194,  78.173,  72.343,  91.218,  81.942,  93.223,  23.844,  46.378,  33.750,  87.148,  44.321, 122.102,  47.401,   4.097,  18.478,  98.470, 106.392,  46.411,  49.775,  66.470,  21.225,  72.286,  63.717,  21.680
1293, 141.861,  56.367,  -0.000, 127.606,  50.990, 156.752,  40.818,  -0.000, 122.244,  44.819, 101.798,  19.699,  66.147,  94.654,  31.587,  85.275,  34.743, 162.161,  76.580,  74.970, 126.854,  81.976, 130.362,  38.612,  95.183, 104.061,  98.215,  41.056,  86.353,  86.353,  86.353,  86.353,  86.353,  86.353, 134.120, 108.932, 104.687,  99.636,  92.816,  93.056,  43.312,  58.988,  46.017,  88.646,  55.318, 133.210,  57.053,   8.483,  27.876, 107.801, 129.286,  51.653,  41.017,  58.827,  18.564, 105.492,  72.648,  16.066
1294, 142.853,  46.249,  -0.000, 140.969,  66.334, 163.106,  30.782,  -0.000, 137.318,  51.510, 132.661,  11.345,  91.891, 118.761,  51.385,  94.140,  55.804, 167.976,  63.918,  83.765, 155.109,  77.780, 143.926,  46.488, 123.457, 104.708, 100.292,  36.033,  86.778,  86.778,  86.778,  86.778,  86.778,  86.778, 125.104, 132.615, 127.821, 101.165,  97.115,  84.914,  70.521,  69.215,  61.514,  86.256,  67.129, 128.940,  62.144,  16.672,  39.617, 106.475, 133.245,  61.863,  34.449,  52.631,  18.691, 130.007,  76.897,  11.940
1295, 120.884,  42.196,  -0.000, 136.222,  81.145, 139.381,  28.188,  -0.000, 135.207,  54.574, 146.597,  10.482, 133.974, 133.343,  75.978, 101.669,  79.939, 141.894,  53.212,  90.871, 159.090,  72.214, 138.111,  61.171, 141.674,  97.168,  95.833,  41.762,  85.333,  85.333,  85.333,  85.333,  85.333,  85.333, 102.283, 137.705, 132.640,  96.764,  92.245,  73.042, 100.172,  75.799,  79.990,  78.877,  75.291, 111.960,  63.867,  27.539,  52.269,  97.049, 116.294,  73.452,  29.503,  47.927,  19.533, 136.311,  77.193,  10.320
1296,  85.733,  43.361,   0.000, 114.606,  91.253,  97.005,  31.853,   0.000, 116.296,  55.000, 134.698,  14.122, 169.726, 132.255, 102.178, 103.330,  97.805,  97.726,  47.932,  93.519, 136.550,  65.584, 115.399,  74.539, 139.662,  84.789,  85.893,  52.640,  82.116,  82.116,  82.116,  82.116,  82.116,  82.116,  74.217, 121.541, 119.726,  87.335,  78.739,  62.113, 123.277,  77.384,  98.893,  67.486,  77.348,  87.742,  64.756,  38.395,  64.585,  83.882,  86.788,  80.720,  26.634,  43.206,  19.944, 123.649,  77.243,  11.048
1297,  51.583,  47.322,   0.000,  83.712,  92.807,  54.680,  39.482,   0.000,  86.833,  55.096, 102.342,  20.396, 178.260, 115.054, 124.029,  96.944, 102.248,  54.882,  49.062,  89.347,  98.689,  58.725,  84.399,  79.086, 116.956,  70.837,  72.270,  60.809,  75.221,  75.221,  75.221,  75.221,  75.221,  75.221,  49.429,  92.861,  97.436,  73.937,  60.738,  53.264, 132.170,  72.825, 113.007,  54.382,  74.047,  61.807,  65.704,  46.128,  75.499,  69.707,  57.263,  79.893,  26.504,  36.987,  19.997,  99.419,  80.745,  12.930
1298,  27.610,  50.464,  -0.000,  53.489,  85.047,  24.914,  48.526,  -0.000,  55.915,  57.232,  64.678,  28.365, 154.539,  87.570, 134.833,  84.407,  92.942,  25.221,  53.468,  78.315,  61.271,  52.813,  54.653,  73.262,  83.534,  57.001,  57.089,  61.389,  63.348,  63.348,  63.348,  63.348,  63.348,  63.348,  31.928,  64.306,  74.280,  58.793,  43.729,  44.839, 125.424,  63.118, 116.577,  41.661,  67.619,  38.670,  65.406,  49.037,  83.818,  55.301,  36.564,  71.851,  28.917,  29.160,  20.055,  73.252,  88.162,  14.647
1299,  15.254,  50.426,   0.000,  30.801,  71.861,   9.342,  56.646,   0.000,  31.074,  62.020,  34.968,  37.192, 112.729,  58.355, 130.570,  70.790,  76.043,   9.784,  56.376,  63.075,  34.163,  47.905,  32.011,  61.240,  51.719,  43.603,  42.566,  55.048,  47.971,  47.971,  47.971,  47.971,  47.971,  47.971,  20.751,  43.182,  54.210,  44.662,  31.555,  35.775, 107.413,  51.855, 107.323,  30.816,  60.193,  21.181,  62.391,  47.839,  88.107,  41.264,  26.397,  60.834,  32.226,  20.762,  20.281,  51.587,  96.152,  15.343
1300,  11.107,  47.735,  -0.000,  16.971,  59.111,   3.463,  61.965,  -0.000,  15.474,  67.857,  17.486,  46.824,  76.702,  34.102, 112.261,  60.968,  58.740,   3.971,  55.160,  47.282,  18.485,  43.159,  17.557,  48.880,  28.540,  30.848,  30.142,  45.393,  32.753,  32.753,  32.753,  32.753,  32.753,  32.753,  13.311,  29.477,  37.704,  33.177,  24.955,  26.861,  84.542,  43.091,  88.204,  22.547,  53.227,  10.329,  56.689,  44.980,  87.712,  28.972,  23.513,  50.672,  34.002,  13.111,  20.931,  36.339, 100.482,  14.446
1301,  10.966,  45.394,   0.000,   9.639,  50.476,   2.392,  63.647,   0.000,   8.067,  71.790,   9.436,  57.809,  65.351,  17.462,  85.410,  56.958,  45.452,   3.364,  51.585,  33.401,  10.581,  38.422,   9.527,  39.758,  14.633,  19.530,  20.628,  36.439,  21.066,  21.066,  21.066,  21.066,  21.066,  21.066,   7.884,  20.177,  24.678,  24.679,  22.439,  19.683,  61.989,  38.667,  65.235,  16.978,  47.425,   5.117,  50.163,  43.069,  82.974,  19.624,  23.409,  42.812,  32.545,   7.226,  22.715,  26.458,  99.553,  12.131
1302,  11.673,  45.675,  -0.000,   5.916,  45.865,   3.299,  62.096,  -0.000,   5.848,  71.451,   6.353,  70.227,  84.288,   7.835,  57.274,  57.352,  37.300,   5.103,  50.355,  22.560,   6.630,  34.829,   5.475,  34.518,   7.400,  10.946,  14.097,  30.635,  14.226,  14.226,  14.226,  14.226,  14.226,  14.226,   4.251,  13.108,  15.636,  18.321,  22.349,  15.063,  42.566,  37.913,  44.228,  13.673,  42.472,   3.727,  45.324,  43.555,  74.894,  13.303,  22.772,  36.808,  28.126,   3.414,  26.448,  19.803,  95.473,   9.442
1303,  11.589,  48.693,  -0.000,   4.197,  42.960,   4.607,  59.371,  -0.000,   6.090,  66.442,   5.586,  82.537, 123.743,   3.217,  33.702,  59.268,  33.821,   7.346,  55.137,  15.117,   4.435,  33.268,   3.486,  32.470,   4.170,   5.952,  10.367,  28.338,  11.606,  11.606,  11.606,  11.606,  11.606,  11.606,   2.395,   7.846,  10.211,  13.476,  23.116,  12.927,  27.064,  39.265,  28.452,  12.188,  37.389,   4.137,  43.629,  46.384,  64.660,   9.364,  20.297,  32.295,  22.540,   1.372,  32.794,  14.467,  90.702,   7.875
1304,  10.756,  53.459,   0.000,   3.579,  39.440,   5.604,  58.496,   0.000,   7.054,  58.320,   6.295,  92.096, 162.451,   1.735,  17.214,  61.176,  33.617,   8.903,  65.606,  10.998,   2.841,  33.493,   2.364,  32.791,   2.875,   4.658,   9.030,  28.447,  11.810,  11.810,  11.810,  11.810,  11.810,  11.810,   2.051,   4.234,   7.403,   9.834,  23.907,  12.687,  15.595,  41.111,  18.125,  12.388,  31.964,   4.986,  44.447,  50.649,  53.808,   6.983,  16.311,  29.265,  17.915,   0.451,  42.119,   9.767,  85.721,   8.084
1305,  10.221,  59.582,   0.000,   3.587,  34.112,   6.434,  61.379,   0.000,   7.839,  49.204,   8.333,  97.242, 178.084,   1.984,   7.542,  64.237,  34.914,   9.269,  77.400,   9.710,   1.607,  35.018,   1.741,  34.759,   2.402,   6.585,   9.337,  30.027,  13.605,  13.605,  13.605,  13.605,  13.605,  13.605,   2.792,   2.359,   6.054,   7.562,  24.255,  14.010,   7.870,  41.867,  11.943,  14.478,  27.126,   5.864,  44.888,  55.663,  43.528,   5.730,  12.235,  28.052,  15.612,   0.133,  53.958,   5.869,  79.221,   9.561
1306,  11.019,  66.606,   0.000,   3.970,  27.159,   7.696,  67.162,   0.000,   8.112,  40.572,  11.437,  97.939, 161.549,   3.343,   2.800,  71.217,  36.097,   8.619,  85.149,  10.547,   0.766,  38.393,   1.694,  37.386,   2.641,  10.945,  10.641,  32.978,  16.417,  16.417,  16.417,  16.417,  16.417,  16.417,   4.457,   2.220,   5.465,   7.170,  24.589,  17.009,   3.533,  40.238,   8.044,  18.574,  23.979,   7.105,  41.916,  61.076,  34.182,   5.991,   9.253,  28.646,  16.214,   0.111,  66.301,   3.281,  70.645,  11.321
1307,  13.730,  72.548,   0.000,   4.729,  19.807,   9.935,  72.164,   0.000,   8.071,  32.687,  14.890,  93.939, 122.775,   5.427,   0.806,  82.737,  36.216,   7.781,  85.542,  13.129,   0.295,  44.396,   2.491,  39.967,   4.390,  16.540,  12.689,  38.321,  20.013,  20.013,  20.013,  20.013,  20.013,  20.013,   7.270,   3.660,   5.561,   8.942,  25.690,  21.841,   1.755,  35.936,   5.301,  24.451,  22.759,   9.137,  35.012,  66.454,  25.739,   8.323,   7.857,  30.860,  19.815,   0.318,  75.999,   2.166,  61.397,  13.257
1308,  18.691,  74.395,   0.000,   6.140,  13.619,  13.251,  71.988,   0.000,   8.173,  25.381,  17.809,  83.800,  84.010,   7.975,   0.201,  95.189,  34.581,   8.217,  78.803,  17.365,   0.133,  51.938,   4.102,  42.607,   8.367,  21.711,  15.575,  46.752,  24.176,  24.176,  24.176,  24.176,  24.176,  24.176,  11.549,   6.283,   6.145,  12.357,  27.809,  28.078,   1.535,  29.820,   3.369,  31.415,  22.834,  12.071,  26.393,  70.283,  18.404,  12.607,   7.820,  33.834,  25.809,   0.899,  80.316,   2.307,  53.280,  16.331
1309,  26.184,  70.129,   0.000,   8.502,   9.618,  17.844,  64.715,   0.000,   8.957,  18.651,  19.562,  66.989,  65.752,  10.614,   0.022, 102.580,  30.589,  12.381,  67.832,  22.584,   0.200,  58.069,   6.373,  45.362,  14.146,  25.215,  19.429,  57.189,  28.303,  28.303,  28.303,  28.303,  28.303,  28.303,  17.286,   9.053,   6.878,  16.491,  30.040,  34.587,   1.825,  23.269,   2.504,  38.298,  23.502,  16.306,  18.631,  70.484,  12.719,  17.455,   8.432,  36.353,  32.516,   2.058,  78.865,   3.114,  47.580,  21.269
1310,  36.388,  60.631,   0.000,  12.167,   7.818,  24.857,  52.244,   0.000,  10.720,  13.185,  20.013,  46.499,  77.380,  12.892,  -0.000, 100.704,  24.244,  23.322,  56.660,  27.289,   0.591,  60.584,   9.321,  47.031,  19.899,  26.808,  24.388,  66.294,  31.776,  31.776,  31.776,  31.776,  31.776,  31.776,  23.864,  10.922,   7.329,  20.904,  31.059,  39.783,   2.017,  17.365,   2.830,  43.974,  24.136,  22.887,  12.811,  65.252,   8.963,  21.289,   8.934,  36.977,  37.636,   4.109,  73.154,   3.842,  44.877,  27.635
1311,  48.788,  49.240,  -0.000,  17.282,   7.680,  36.318,  38.668,  -0.000,  13.769,   9.505,  19.571,  27.562, 113.291,  14.700,  -0.000,  90.308,  16.978,  42.823,  48.026,  29.970,   1.509,  59.402,  13.732,  45.227,  23.333,  27.576,  30.435,  69.771,  34.478,  34.478,  34.478,  34.478,  34.478,  34.478,  30.605,  11.475,   7.180,  25.939,  30.287,  42.607,   1.780,  12.710,   4.197,  47.496,  24.370,  32.547,   8.672,  54.429,   6.606,  24.020,   8.672,  35.217,  39.976,   7.189,  64.913,   3.908,  45.134,  34.015
